City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,waiuku,24,NZ,1552382203,82,-37.25,174.73,69.01,4.7
384,priego de cordoba,0,ES,1552382227,66,37.44,-4.2,64.99,3.15
385,huntersville,1,US,1552382198,100,35.41,-80.84,48.99,7.29
386,port hardy,75,CA,1552377600,100,50.7,-127.42,33.8,3.36
387,marienburg,0,DE,1552382166,75,52.12,9.98,44.01,10.29
388,erzin,75,TR,1552382164,72,36.95,36.2,63.0,4.7
389,pembroke,1,CA,1552382209,62,45.82,-77.11,21.2,14.99
390,kem,0,UG,1552382246,24,2.68,33.77,93.78,12.21
391,broome,90,GB,1552382226,76,52.47,1.45,50.0,23.04
392,limpapa,20,PH,1552377600,62,7.12,121.91,86.0,5.82
393,grindavik,90,IS,1552382152,100,63.84,-22.43,39.99,27.51
394,linxia,20,CN,1552382247,23,35.6,103.21,46.49,8.63
395,bay roberts,90,CA,1552382227,93,47.58,-53.28,37.0,11.41
396,hervey bay,40,AU,1552382108,69,-25.3,152.85,77.0,19.46
397,burnie,24,AU,1552382111,64,-41.05,145.91,53.01,8.01
398,severo-yeniseyskiy,88,RU,1552382247,70,60.37,93.04,29.84,8.3
399,coihaique,68,CL,1552377600,93,-45.58,-72.07,42.8,5.82
400,port augusta,0,AU,1552382242,60,-32.49,137.76,69.8,19.46
401,pointe-noire,75,CG,1552377600,88,-4.8,11.85,82.4,12.75
402,yulara,0,AU,1552377600,12,-25.24,130.99,105.8,9.17
403,mezhdurechensk,92,RU,1552382248,76,53.69,88.07,31.01,4.72
404,churapcha,20,RU,1552382248,63,62.0,132.43,8.82,2.59
405,mahmudia,75,RO,1552381200,93,45.09,29.09,39.2,10.29
406,snasa,0,NO,1552377000,78,64.25,12.38,10.4,17.22
407,powell river,90,CA,1552382224,86,49.84,-124.52,39.2,2.24
408,beloha,12,MG,1552382249,44,-25.17,45.06,89.19,17.92
409,dunedin,0,NZ,1552381907,74,-45.87,170.5,62.01,4.0
410,brodnica,0,PL,1552382225,57,53.26,19.4,42.01,13.0
411,butterworth,75,MY,1552379400,59,5.4,100.37,93.2,10.29
412,tura,0,IN,1552382250,48,25.52,90.21,81.81,6.96
413,mosquera,40,CO,1552377600,87,4.71,-74.23,55.4,2.24
414,trairi,64,BR,1552382250,100,-3.28,-39.27,78.39,15.23
415,maposeni,75,TZ,1552377600,73,-10.58,35.4,77.0,2.71
416,huacho,64,PE,1552382026,92,-11.11,-77.61,67.68,3.71
417,uchaly,36,RU,1552382250,80,54.32,59.38,37.04,11.21
418,teahupoo,75,PF,1552381983,88,-17.83,-149.27,75.2,1.12
419,tessalit,0,ML,1552382251,19,20.2,1.01,67.86,9.19
420,dabola,0,GN,1552382251,28,10.74,-11.11,79.11,6.85
421,prince rupert,90,CA,1552379400,93,54.32,-130.32,37.4,6.93
422,gravdal,75,NO,1552382240,86,59.79,5.78,42.01,29.97
423,sungai besar,75,MY,1552377600,50,3.68,100.99,95.0,6.93
424,kavaratti,0,IN,1552382252,99,10.57,72.64,84.87,9.64
425,ayan,56,TR,1552382252,46,40.67,33.6,52.38,8.63
426,naifaru,0,MV,1552382252,100,5.44,73.37,83.88,12.33
427,moron,68,VE,1552382252,96,10.49,-68.2,65.16,3.38
428,chumikan,80,RU,1552382252,79,54.72,135.31,19.53,13.78
429,ribas do rio pardo,48,BR,1552382253,92,-20.45,-53.76,70.2,8.41
430,berlevag,40,NO,1552378800,62,70.86,29.09,24.8,14.99
431,pitmoaga,32,BF,1552382253,19,12.24,-1.88,82.31,14.0
432,ahipara,0,NZ,1552382109,99,-35.17,173.16,64.0,8.86
433,roald,0,NO,1552382244,51,62.58,6.12,39.99,21.92
434,kande,20,UG,1552381200,74,0.3,32.05,80.6,13.87
435,biak,80,ID,1552382254,90,-0.91,122.88,82.17,1.92
436,saint-pierre,0,FR,1552382225,56,48.95,4.24,45.0,19.46
437,cuamba,12,MZ,1552382255,88,-14.8,36.54,78.98,6.4
438,hailar,0,CN,1552382255,29,49.2,119.7,22.19,14.34
439,gidam,32,IN,1552382179,49,18.98,81.4,87.08,8.41
440,ixtapa,5,MX,1552382129,100,20.71,-105.21,73.99,2.71
441,srednekolymsk,80,RU,1552382255,74,67.46,153.71,0.18,2.37
442,barmer,88,IN,1552382255,21,25.74,71.4,81.72,6.06
443,elizabethton,1,US,1552382255,74,36.35,-82.21,39.99,4.16
444,tomatlan,8,MX,1552382256,89,19.93,-105.25,61.11,2.15
445,inverell,8,AU,1552382243,38,-29.78,151.11,77.0,1.01
446,ostersund,0,SE,1552378800,84,63.18,14.64,8.6,4.7
447,klaksvik,8,FO,1552380600,75,62.23,-6.59,41.0,8.05
448,tuyen quang,36,VN,1552382012,69,21.82,105.22,76.32,5.95
449,deputatskiy,0,RU,1552382257,64,69.3,139.9,-15.53,3.04
450,kutum,0,SD,1552382257,19,14.2,24.66,79.92,9.42
451,matongo,8,BI,1552382257,60,-3.07,29.61,78.75,2.48
452,chhatak,0,BD,1552382257,64,25.03,91.67,77.81,3.94
453,juneau,90,US,1552380780,86,58.3,-134.42,37.4,8.05
454,wiarton,20,CA,1552382215,79,44.74,-81.13,27.0,5.82
455,bulaevo,32,KZ,1552382258,94,54.91,70.44,32.85,14.67
456,shelburne,90,CA,1552382108,63,44.08,-80.2,28.4,13.87
457,georgiyevka,8,RU,1552382258,99,52.25,40.45,32.58,10.42
458,damietta,40,EG,1552377600,72,31.42,31.81,64.4,5.82
459,vao,80,EE,1552382258,85,59.1,26.19,24.39,11.32
460,itarema,68,BR,1552382259,95,-2.92,-39.92,76.68,5.17
461,vostok,20,RU,1552382259,72,46.45,135.83,30.87,2.71
462,maniitsoq,0,GL,1552382259,75,65.42,-52.9,2.25,4.72
463,westport,75,IE,1552382223,86,53.8,-9.52,46.0,10.29
464,kharp,88,RU,1552382259,92,66.82,65.8,13.41,10.42
465,ternate,40,PH,1552382157,55,14.29,120.72,91.4,9.17
466,jinji,24,CN,1552381661,52,22.16,112.49,78.01,5.61
467,zhangye,12,CN,1552382260,74,38.94,100.46,45.14,4.94
468,niamey,24,NE,1552382165,22,13.52,2.11,83.79,14.56
469,wanaka,0,NZ,1552382260,86,-44.7,169.14,51.12,1.92
470,asmara,24,ER,1552382260,65,15.34,38.93,75.69,3.6
471,morropon,32,PE,1552382260,93,-5.18,-79.97,64.76,1.7
472,hualmay,64,PE,1552382261,92,-11.1,-77.61,67.68,3.71
473,sao joao da barra,88,BR,1552382261,100,-21.64,-41.05,76.95,9.08
474,abha,40,SA,1552377600,42,18.22,42.5,69.8,9.17
475,port-gentil,40,GA,1552381200,74,-0.72,8.78,87.8,6.93
476,chippewa falls,1,US,1552382226,92,44.94,-91.39,15.01,9.31
477,barcelos,40,PT,1552381939,100,41.53,-8.62,51.01,2.24
478,mudkhed,0,IN,1552382262,27,19.15,77.51,96.93,6.62
479,lagoa,0,PT,1552382228,82,37.14,-8.45,66.99,4.7
480,xining,12,CN,1552382262,10,36.62,101.77,51.21,2.93
481,itamarandiba,32,BR,1552382262,91,-17.86,-42.86,66.83,3.15
482,fuerte olimpo,20,BR,1552382263,90,-21.04,-57.87,73.31,2.93
483,griffith,8,AU,1552378817,33,-34.29,146.06,75.2,14.99
484,mahajanga,75,MG,1552381200,83,-15.72,46.32,80.6,11.41
485,faya,40,SA,1552377600,42,18.39,42.45,69.8,9.17
486,qasigiannguit,68,GL,1552380600,60,68.82,-51.19,5.0,1.12
487,ossora,0,RU,1552382263,74,59.24,163.07,2.84,5.17
488,neftekamsk,80,RU,1552382264,91,56.1,54.26,34.29,10.2
489,miandoab,0,IR,1552377600,40,36.97,46.1,53.6,4.7
490,plettenberg bay,0,ZA,1552382264,93,-34.05,23.37,68.76,3.6
491,oranjemund,0,ZA,1552382264,97,-28.55,16.43,61.29,6.73
492,mandla,0,IN,1552382264,32,22.6,80.37,91.26,8.41
493,brownsville,40,US,1552382232,94,25.91,-97.49,73.4,11.41
494,borogontsy,56,RU,1552382265,68,62.67,131.17,9.41,2.71
495,korsakov,90,RU,1552379400,100,46.63,142.78,28.4,15.66
496,hargeysa,0,SO,1552377600,36,9.56,44.06,80.6,17.22
497,masyaf,40,SY,1552381200,63,35.06,36.34,66.2,11.41
498,jalu,0,LY,1552382266,38,29.03,21.55,72.54,8.41
499,beyneu,0,KZ,1552382266,62,45.32,55.19,57.83,4.5
500,cayenne,75,GF,1552379400,94,4.94,-52.33,73.4,1.12
501,porkhov,75,RU,1552379400,79,57.77,29.55,24.8,13.42
502,sorong,88,ID,1552382266,100,-0.86,131.25,78.89,3.94
503,kichera,80,RU,1552382267,80,55.93,110.1,17.24,4.27
504,sisimiut,56,GL,1552382267,66,66.94,-53.67,-5.31,1.92
505,muros,40,ES,1552382252,93,42.77,-9.06,55.0,3.36
506,selma,1,US,1552382018,100,36.57,-119.61,50.0,4.7
507,nabire,68,ID,1552382267,83,-3.36,135.5,74.21,0.92
508,soyo,75,AO,1552377600,70,-6.13,12.37,84.2,5.82
509,acapulco,5,MX,1552376520,73,16.86,-99.88,75.2,3.71
510,mmabatho,20,ZA,1552381200,50,-25.85,25.61,78.8,16.11
511,west plains,1,US,1552382162,70,36.73,-91.85,46.4,4.7
512,longhua,20,CN,1552382268,75,29.21,106.21,64.13,8.75
513,saraland,1,US,1552382240,87,30.82,-88.07,57.2,9.17
514,turukhansk,88,RU,1552382268,97,65.8,87.96,25.83,11.1
515,jacareacanga,88,BR,1552382269,97,-6.22,-57.76,71.24,2.37
516,hengshui,0,CN,1552382269,32,37.73,115.7,52.65,10.42
517,wadi maliz,40,TN,1552377600,58,36.47,8.55,57.2,8.05
518,lai,0,CN,1552382269,28,27.82,91.75,53.82,1.81
519,vrakhation,75,GR,1552382183,63,37.96,22.81,64.99,6.93
520,udachnyy,64,RU,1552382270,66,66.42,112.4,13.28,3.38
521,xuanhua,0,CN,1552382270,33,40.61,115.04,29.7,11.21
522,sestri levante,0,IT,1552382246,30,44.27,9.41,55.0,9.17
523,coahuayana,0,MX,1552382270,74,18.62,-100.35,56.88,1.92
524,hornepayne,0,CA,1552382270,83,49.22,-84.78,10.49,6.73
525,suhbaatar,56,MN,1552382271,33,50.23,106.21,38.97,9.53
526,lorengau,68,PG,1552382271,100,-2.02,147.27,78.75,11.54
527,la ronge,75,CA,1552377600,73,55.1,-105.3,26.6,4.7
528,ust-tsilma,12,RU,1552382271,81,65.44,52.15,32.4,3.38
529,cascais,20,PT,1552382224,87,38.7,-9.42,55.99,12.75
530,komsomolskiy,92,RU,1552382271,88,67.55,63.78,16.79,14.79
531,bethlehem,40,US,1552382270,55,40.62,-75.38,37.4,4.7
532,kaohsiung,40,TW,1552382101,57,22.62,120.31,77.0,10.29
533,palestina,75,EC,1552382236,83,-1.63,-79.98,80.6,3.36
534,tsaratanana,80,MG,1552382273,100,-16.8,47.65,75.15,6.4
535,nanchong,32,CN,1552382193,53,30.8,106.08,65.52,10.98
536,santiago de cao,40,PE,1552377600,83,-7.96,-79.24,71.6,5.82
537,teya,5,MX,1552382208,78,21.05,-89.07,77.0,11.41
538,gazanjyk,8,TM,1552382273,53,39.24,55.52,61.65,6.96
539,greenville,1,US,1552381980,61,34.85,-82.4,51.8,3.36
540,gamba,0,CN,1552382274,83,28.28,88.52,24.89,10.2
541,yar-sale,44,RU,1552382274,96,66.83,70.83,9.63,10.65
542,lethem,68,GY,1552382275,72,3.38,-59.8,78.75,12.1
543,oil city,90,US,1552382239,85,41.43,-79.71,27.0,5.82
544,nerchinskiy zavod,0,RU,1552382275,39,51.31,119.61,18.14,6.4
545,mafra,20,PT,1552382224,87,38.94,-9.33,55.99,12.75
546,the valley,20,AI,1552382213,78,18.22,-63.06,75.99,10.29
547,maumere,76,ID,1552382276,100,-8.63,122.22,76.46,4.61
548,kerema,88,PG,1552382276,96,-7.96,145.78,71.73,2.59
549,honiara,76,SB,1552382277,87,-9.43,159.96,78.53,2.48
550,oranjestad,20,AW,1552377600,78,12.52,-70.03,77.0,14.99
551,pundaguitan,24,PH,1552382277,95,6.37,126.17,81.86,14.0
552,beringovskiy,20,RU,1552382277,90,63.05,179.32,-1.22,21.27
553,comodoro rivadavia,0,AR,1552377600,70,-45.87,-67.48,48.2,8.75
554,ust-shonosha,80,RU,1552382278,94,61.15,41.34,26.91,13.0
555,troitsko-pechorsk,92,RU,1552382278,85,62.71,56.19,36.59,6.4
556,tucurui,88,BR,1552382280,99,-3.77,-49.67,72.27,2.48
557,sao felix do xingu,76,BR,1552382287,99,-6.64,-51.99,72.63,1.92
558,jijiga,0,ET,1552382290,19,9.35,42.8,82.98,6.96
559,adrar,0,DZ,1552377600,33,27.87,-0.29,57.2,14.99
560,shubarkuduk,12,KZ,1552382300,84,49.15,56.49,46.89,13.56
561,waitati,0,NZ,1552381907,74,-45.75,170.57,62.01,4.0
562,imbituba,40,BR,1552377600,94,-28.24,-48.67,69.8,7.29
563,dalvik,0,SE,1552382191,68,57.79,14.13,36.0,2.24
